"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Risicobeheersen","12543,14"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Schoonmaken","1572,17"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Uitbesteden juridisch adviesopdrachten","366,87"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Verbruik van energie en water","6992,21"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Wagenpark","4656,74"
2015,"V","Ministerie van Buitenlandse Zaken","1816S02","Apparaat","Sociale lasten en bijdrage zorgverzekeringswet","4783,18"
2015,"V","Ministerie van Buitenlandse Zaken","1816S02","Apparaat","Uitbesteden accountancy en financiën","853,00"
2015,"V","Ministerie van Buitenlandse Zaken","1816S04","Apparaat","BZ Specifieke Personele Uitgaven","888,23"
2015,"V","Ministerie van Buitenlandse Zaken","1816S07","Apparaat","Personeelsevenementen, - bijeenkomsten en recepties","9049,84"
2015,"V","Ministerie van Buitenlandse Zaken","1816S08","Apparaat","Gratificaties","1531,62"
2015,"V","Ministerie van Buitenlandse Zaken","1817S01","Apparaat","Beheer, Onderhoud programmatuur en systemen ","1606,97"
2015,"V","Ministerie van Buitenlandse Zaken","1817S01","Apparaat","Diversen communicatie","33,44"
2015,"V","Ministerie van Buitenlandse Zaken","1817S01","Apparaat","Overige externe inhuur","7005,61"
2015,"V","Ministerie van Buitenlandse Zaken","1817S01","Apparaat","Tolken en vertalers op grond van wettelijke taken","203,94"
2015,"V","Ministerie van Buitenlandse Zaken","1817S01","Apparaat","Uitbesteden beleidsadvies- en onderzoeksopdrachten","68,87"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Aan externe partij uitbestede ICT-dienstverlening.","10115,89"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Aanschaf Hardware","12746,52"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Aanschaf programmatuur & software","1507,34"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Beheer & Onderhoud hardware ","15,37"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Beheer en Onderhoud infrastructuur","14,29"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Vakliteratuur, abonnementen en overige informatie","787,38"
2015,"V","Ministerie van Buitenlandse Zaken","1817S06","Apparaat","Verbindingen","15465,90"
2015,"V","Ministerie van Buitenlandse Zaken","1817S08","Apparaat","Bijdrage SSO","53417,35"
2015,"V","Ministerie van Buitenlandse Zaken","1819S00","Apparaat","Inrichting van Gebouwen","3863,88"
2015,"V","Ministerie van Buitenlandse Zaken","1820S00","Apparaat","Bankdiensten ","40678,54"
2015,"V","Ministerie van Buitenlandse Zaken","1897S00","Apparaat","BZ Specifieke Materiele Uitgaven","30129,51"
2015,"V","Ministerie van Buitenlandse Zaken","1899S00","Apparaat","Verwerven en afstoten ","59490,06"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","01. Salaris, vakantie- en eindejaarsuitkering ","16636,16"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","02. Vergoedingen voor inbesteding personeel ","151,36"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","03. Toelagen, toeslagen en vergoedingen","323,12"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","04. Gratificaties","-2,40"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","05. Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","442,98"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","06. Sociale lasten en","1577,46"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","07. Pensioenpremies","2101,80"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","10. Reis- en Verblijfkosten","28,41"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","11. Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","22,32"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","12. Representatie voor eigen personeel","12,39"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","13. Instroom, doorstroom en uitstroom van personeel","22,47"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","14. Studie en opleiding","139,21"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","15. Personeelsevenementen, - bijeenkomsten en recepties","5,23"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","17. Organisatie- en formatieadvies","21,97"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","21. Advisering opdrachtgevers over automatiseringsvraagstukken","516,25"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","22. Accountancy, financiën en administratieve organisatie","10,32"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","23. Uitzendkrachten","399,88"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","24. Tolken en vertalers op grond van wettelijke taken","0,92"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","28. Uitbesteden organisatie- en formatieadviesopdrachten","308,50"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","29. Uitbesteden beleidsadvies- en onderzoeksopdrachten","22,74"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","30. Uitbesteden accountancy en financiën","22,81"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","31. Bijdrage SSO","82,61"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","32. Consumptieve diensten ","247,67"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","33. Risicobeheersen","260,55"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","34. Schoonmaken","311,38"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","35. Post-, Koeriers- en transportdiensten","232,90"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","36. Documentmanagement","98,97"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","38. Inrichting van Gebouwen","26,37"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","39. Benodigdheden en hulpmiddelen","67,16"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","41. Verblijf extern ","1,52"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","42. Wagenpark","13,83"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","43. Aanschaf Hardware ","1067,70"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","44. Beheer & Onderhoud hardware ","82,10"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","45. Aanschaf programmatuur & software","200,40"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","46. Beheer, Onderhoud programmatuur & Software","498,53"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","47. Aanleg, Beheer en Onderhoud infrastructuur","0,42"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","48. Spraak en Data Verbindingen","433,00"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","50. Gebruik en onderhoud gebouw en terreinen","22,71"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","51. Verbruik van energie en water","249,83"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","53. Verwerven en afstoten ","34,91"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","54. Vakliteratuur, abonnementen en overige informatie","554,69"
2015,"VI","Ministerie van Veiligheid en Justitie",32,"Rechtspleging en rechtsbijstand","55. Relatiegeschenken (niet voor eigen personeel)","24,07"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","01. Salaris, vakantie- en eindejaarsuitkering ","255502,59"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","02. Vergoedingen voor inbesteding personeel ","-2391,43"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","03. Toelagen, toeslagen en vergoedingen","5425,77"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","04. Gratificaties","-2099,96"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","05. Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","6916,69"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","06. Sociale lasten en","29204,85"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","07. Pensioenpremies","34011,20"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","09. Verhuiskosten (binnen- en buitenland)","38,82"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","10. Reis- en Verblijfkosten","2275,70"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","11. Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","743,86"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","12. Representatie voor eigen personeel","69,30"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","13. Instroom, doorstroom en uitstroom van personeel","39,30"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","14. Studie en opleiding","6892,14"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","15. Personeelsevenementen, - bijeenkomsten en recepties","102,35"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","16. Interim–management","128,45"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","17. Organisatie- en formatieadvies","3340,10"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","18. Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","124,02"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","19. Communicatieadvisering","64,04"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","20. Juridisch advies","1946,45"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","21. Advisering opdrachtgevers over automatiseringsvraagstukken","5506,89"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","22. Accountancy, financiën en administratieve organisatie","44,01"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","23. Uitzendkrachten","10123,02"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","24. Tolken en vertalers op grond van wettelijke taken","40,21"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","25. Landsadvocaat ","1188,50"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","26. Functioneel leeftijdsontslag","127,00"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","27. Bovenwettelijke uitkering, wachtgelden","1874,86"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","28. Uitbesteden organisatie- en formatieadviesopdrachten","26745,68"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","29. Uitbesteden beleidsadvies- en onderzoeksopdrachten","1802,31"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","30. Uitbesteden accountancy en financiën","74,39"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","31. Bijdrage SSO","51217,97"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","32. Consumptieve diensten ","2055,21"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","33. Risicobeheersen","1591,31"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","34. Schoonmaken","1777,95"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","35. Post-, Koeriers- en transportdiensten","3726,43"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","36. Documentmanagement","1316,10"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","37. Afvalzorgmanagement","29,95"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","38. Inrichting van Gebouwen","1360,14"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","39. Benodigdheden en hulpmiddelen","2127,41"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","40. Bankdiensten ","265,29"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","41. Verblijf extern ","580,81"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","42. Wagenpark","3998,35"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","43. Aanschaf Hardware ","2481,62"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","44. Beheer & Onderhoud hardware ","1320,23"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","45. Aanschaf programmatuur & software","186,86"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","46. Beheer, Onderhoud programmatuur & Software","5802,18"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","47. Aanleg, Beheer en Onderhoud infrastructuur","851,45"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","48. Spraak en Data Verbindingen","1808,85"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","49. Aan externe partij uitbestede ICT-dienstverlening.","94,14"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","50. Gebruik en onderhoud gebouw en terreinen","2233,68"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","51. Verbruik van energie en water","1615,28"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","52. Verhuizen","255,83"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","53. Verwerven en afstoten ","5914,06"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","54. Vakliteratuur, abonnementen en overige informatie","965,14"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","55. Relatiegeschenken (niet voor eigen personeel)","777,63"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","56. Diversen communicatie","-6,57"
2015,"VI","Ministerie van Veiligheid en Justitie",33,"Veiligheid en criminaliteitsbestrijding","Ontvangsten Personeel Materieel","-8192,99"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","01. Salaris, vakantie- en eindejaarsuitkering ","96509,48"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","02. Vergoedingen voor inbesteding personeel ","1320,25"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","03. Toelagen, toeslagen en vergoedingen","1735,77"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","04. Gratificaties","-57,75"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","05. Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2403,45"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","06. Sociale lasten en","12566,77"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","07. Pensioenpremies","12475,36"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","09. Verhuiskosten (binnen- en buitenland)","0,07"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","10. Reis- en Verblijfkosten","685,15"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","11. Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","476,10"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","12. Representatie voor eigen personeel","2,06"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","13. Instroom, doorstroom en uitstroom van personeel","6,02"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","14. Studie en opleiding","2470,56"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","15. Personeelsevenementen, - bijeenkomsten en recepties","120,61"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","16. Interim–management","306,84"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","17. Organisatie- en formatieadvies","832,50"
2015,"VI","Ministerie van Veiligheid en Justitie",35,"Jeugd","18. Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","3,48"
